sample_id,label,category,relative_path,original_path,extension
non_cv_00049,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_00049.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\2053473282.tif,.tif
non_cv_00050,non_cv,specification,raw/non_cv/specification/non_cv_00050.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\2076060234.tif,.tif
non_cv_00051,non_cv,file_folder,raw/non_cv/file_folder/non_cv_00051.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\0060127898.tif,.tif
non_cv_00052,non_cv,presentation,raw/non_cv/presentation/non_cv_00052.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\1003071668.tif,.tif
non_cv_00053,non_cv,scientific_publication,raw/non_cv/scientific_publication/non_cv_00053.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_publication\70108803-8808.tif,.tif
non_cv_00054,non_cv,scientific_publication,raw/non_cv/scientific_publication/non_cv_00054.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_publication\2505522005_2009.tif,.tif
non_cv_00055,non_cv,memo,raw/non_cv/memo/non_cv_00055.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\80805797.tif,.tif
non_cv_00056,non_cv,scientific_publication,raw/non_cv/scientific_publication/non_cv_00056.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_publication\2026266167_2026266171.tif,.tif
non_cv_00057,non_cv,file_folder,raw/non_cv/file_folder/non_cv_00057.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\2085314680.tif,.tif
non_cv_00058,non_cv,presentation,raw/non_cv/presentation/non_cv_00058.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2023283690_2023283692.tif,.tif
non_cv_00059,non_cv,file_folder,raw/non_cv/file_folder/non_cv_00059.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\2070679226.tif,.tif
non_cv_00060,non_cv,email,raw/non_cv/email/non_cv_00060.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\email\527894345+-4345.tif,.tif
non_cv_00061,non_cv,memo,raw/non_cv/memo/non_cv_00061.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\2044744288_2044744289.tif,.tif
non_cv_00062,non_cv,file_folder,raw/non_cv/file_folder/non_cv_00062.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\2042925566.tif,.tif
non_cv_00063,non_cv,email,raw/non_cv/email/non_cv_00063.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\email\2085763810a.tif,.tif
non_cv_00064,non_cv,scientific_publication,raw/non_cv/scientific_publication/non_cv_00064.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_publication\1005073073_1005073096.tif,.tif
non_cv_00065,non_cv,specification,raw/non_cv/specification/non_cv_00065.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\2057485824_2057485826.tif,.tif
non_cv_00066,non_cv,resume,raw/non_cv/resume/non_cv_00066.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\50550616-0617.tif,.tif
non_cv_00067,non_cv,handwritten,raw/non_cv/handwritten/non_cv_00067.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\522792167+-2170.tif,.tif
non_cv_00068,non_cv,scientific_publication,raw/non_cv/scientific_publication/non_cv_00068.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_publication\2029170187_2029170198.tif,.tif
non_cv_00069,non_cv,presentation,raw/non_cv/presentation/non_cv_00069.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2085140144.tif,.tif
non_cv_00070,non_cv,scientific_publication,raw/non_cv/scientific_publication/non_cv_00070.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_publication\50479830-9830.tif,.tif
non_cv_00071,non_cv,budget,raw/non_cv/budget/non_cv_00071.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\tnwl0021225.tif,.tif
non_cv_00072,non_cv,form,raw/non_cv/form/non_cv_00072.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\2083949762.tif,.tif
non_cv_00073,non_cv,presentation,raw/non_cv/presentation/non_cv_00073.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2073057284.tif,.tif
non_cv_00074,non_cv,letter,raw/non_cv/letter/non_cv_00074.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\502001586+-1588.tif,.tif
non_cv_00075,non_cv,scientific_publication,raw/non_cv/scientific_publication/non_cv_00075.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_publication\PUBLICATIONS009381-9.tif,.tif
non_cv_00076,non_cv,resume,raw/non_cv/resume/non_cv_00076.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\50615472-5473.tif,.tif
non_cv_00077,non_cv,memo,raw/non_cv/memo/non_cv_00077.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\0011566983.tif,.tif
non_cv_00078,non_cv,email,raw/non_cv/email/non_cv_00078.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\email\2085035467.tif,.tif
non_cv_00079,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_00079.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\01838664_8668.tif,.tif
non_cv_00080,non_cv,resume,raw/non_cv/resume/non_cv_00080.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\2022945687_2022945690.tif,.tif
non_cv_00081,non_cv,handwritten,raw/non_cv/handwritten/non_cv_00081.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\517549328+-9328.tif,.tif
non_cv_00082,non_cv,memo,raw/non_cv/memo/non_cv_00082.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\2023265720.tif,.tif
non_cv_00083,non_cv,letter,raw/non_cv/letter/non_cv_00083.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\504267601_504267602.tif,.tif
non_cv_00084,non_cv,news_article,raw/non_cv/news_article/non_cv_00084.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\news_article\ti11331526_1527.tif,.tif
non_cv_00085,non_cv,scientific_report,raw/non_cv/scientific_report/non_cv_00085.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_report\2021572572_2021572574.tif,.tif
non_cv_00086,non_cv,file_folder,raw/non_cv/file_folder/non_cv_00086.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\2030616637.tif,.tif
non_cv_00087,non_cv,memo,raw/non_cv/memo/non_cv_00087.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\50442868-2868.tif,.tif
non_cv_00088,non_cv,news_article,raw/non_cv/news_article/non_cv_00088.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\news_article\1004885810.tif,.tif
non_cv_00089,non_cv,presentation,raw/non_cv/presentation/non_cv_00089.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\tob09500.87_tob09501.12.tif,.tif
non_cv_00090,non_cv,form,raw/non_cv/form/non_cv_00090.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\509478908.tif,.tif
non_cv_00091,non_cv,invoice,raw/non_cv/invoice/non_cv_00091.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\invoice\92205041_92205042.tif,.tif
non_cv_00092,non_cv,specification,raw/non_cv/specification/non_cv_00092.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\2031315332.tif,.tif
non_cv_00093,non_cv,email,raw/non_cv/email/non_cv_00093.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\email\527894390+-4390.tif,.tif
non_cv_00094,non_cv,memo,raw/non_cv/memo/non_cv_00094.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\0071017907.tif,.tif
non_cv_00095,non_cv,letter,raw/non_cv/letter/non_cv_00095.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\11294764.tif,.tif
non_cv_00096,non_cv,scientific_report,raw/non_cv/scientific_report/non_cv_00096.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_report\2501541573.tif,.tif
non_cv_00097,non_cv,advertisement,raw/non_cv/advertisement/non_cv_00097.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\advertisement\3000107291.tif,.tif
non_cv_00098,non_cv,letter,raw/non_cv/letter/non_cv_00098.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\2501195426.tif,.tif
non_cv_00099,non_cv,resume,raw/non_cv/resume/non_cv_00099.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\2074946113.tif,.tif
non_cv_00100,non_cv,scientific_report,raw/non_cv/scientific_report/non_cv_00100.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_report\82202573_2643.tif,.tif
non_cv_00101,non_cv,letter,raw/non_cv/letter/non_cv_00101.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\500845588_500845589.tif,.tif
non_cv_00102,non_cv,scientific_report,raw/non_cv/scientific_report/non_cv_00102.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_report\10154460.tif,.tif
non_cv_00103,non_cv,letter,raw/non_cv/letter/non_cv_00103.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\2060928168.tif,.tif
non_cv_00104,non_cv,memo,raw/non_cv/memo/non_cv_00104.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\2024838676.tif,.tif
non_cv_00105,non_cv,news_article,raw/non_cv/news_article/non_cv_00105.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\news_article\tob04801.81.tif,.tif
non_cv_00106,non_cv,memo,raw/non_cv/memo/non_cv_00106.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\2078708218.tif,.tif
non_cv_00107,non_cv,handwritten,raw/non_cv/handwritten/non_cv_00107.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\517512039+-2042.tif,.tif
non_cv_00108,non_cv,file_folder,raw/non_cv/file_folder/non_cv_00108.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\11249452.tif,.tif
non_cv_00109,non_cv,file_folder,raw/non_cv/file_folder/non_cv_00109.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\2062102976.tif,.tif
non_cv_00110,non_cv,file_folder,raw/non_cv/file_folder/non_cv_00110.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\2501637102.tif,.tif
non_cv_00111,non_cv,budget,raw/non_cv/budget/non_cv_00111.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\2045467826.tif,.tif
non_cv_00112,non_cv,handwritten,raw/non_cv/handwritten/non_cv_00112.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\518294849+-4850.tif,.tif
non_cv_00113,non_cv,email,raw/non_cv/email/non_cv_00113.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\email\528348505+-8505.tif,.tif
non_cv_00114,non_cv,letter,raw/non_cv/letter/non_cv_00114.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\50146815-6815.tif,.tif
non_cv_00115,non_cv,budget,raw/non_cv/budget/non_cv_00115.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\tob07124.26.tif,.tif
non_cv_00116,non_cv,news_article,raw/non_cv/news_article/non_cv_00116.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\news_article\1003043040.tif,.tif
non_cv_00117,non_cv,advertisement,raw/non_cv/advertisement/non_cv_00117.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\advertisement\92207703.tif,.tif
non_cv_00118,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_00118.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\0000956052.tif,.tif
non_cv_00119,non_cv,scientific_report,raw/non_cv/scientific_report/non_cv_00119.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_report\2078575275_5293.tif,.tif
non_cv_00120,non_cv,scientific_report,raw/non_cv/scientific_report/non_cv_00120.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_report\2064287139.tif,.tif
non_cv_00121,non_cv,advertisement,raw/non_cv/advertisement/non_cv_00121.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\advertisement\2071464605.tif,.tif
non_cv_00122,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_00122.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\514029487+-9493.tif,.tif
non_cv_00123,non_cv,budget,raw/non_cv/budget/non_cv_00123.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\2041975989.tif,.tif
non_cv_00124,non_cv,presentation,raw/non_cv/presentation/non_cv_00124.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\0060117891.tif,.tif
non_cv_00125,non_cv,handwritten,raw/non_cv/handwritten/non_cv_00125.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\523197388+-7389.tif,.tif
non_cv_00126,non_cv,letter,raw/non_cv/letter/non_cv_00126.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\03755994_03755995.tif,.tif
non_cv_00127,non_cv,advertisement,raw/non_cv/advertisement/non_cv_00127.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\advertisement\2045300338.tif,.tif
non_cv_00128,non_cv,specification,raw/non_cv/specification/non_cv_00128.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\504561940.tif,.tif
non_cv_00129,non_cv,scientific_report,raw/non_cv/scientific_report/non_cv_00129.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_report\00966080_00966085.tif,.tif
non_cv_00130,non_cv,letter,raw/non_cv/letter/non_cv_00130.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\842814.tif,.tif
non_cv_00131,non_cv,budget,raw/non_cv/budget/non_cv_00131.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\88028885.tif,.tif
non_cv_00132,non_cv,news_article,raw/non_cv/news_article/non_cv_00132.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\news_article\2046532807g.tif,.tif
non_cv_00133,non_cv,budget,raw/non_cv/budget/non_cv_00133.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\tnwl0009767_9768.tif,.tif
non_cv_00134,non_cv,specification,raw/non_cv/specification/non_cv_00134.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\2069741060.tif,.tif
non_cv_00135,non_cv,handwritten,raw/non_cv/handwritten/non_cv_00135.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\512441516_512441517.tif,.tif
non_cv_00136,non_cv,news_article,raw/non_cv/news_article/non_cv_00136.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\news_article\1003537780-c.tif,.tif
non_cv_00137,non_cv,resume,raw/non_cv/resume/non_cv_00137.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\50468086-8087.tif,.tif
non_cv_00138,non_cv,invoice,raw/non_cv/invoice/non_cv_00138.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\invoice\01398469.tif,.tif
non_cv_00139,non_cv,specification,raw/non_cv/specification/non_cv_00139.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\2069721785.tif,.tif
non_cv_00140,non_cv,specification,raw/non_cv/specification/non_cv_00140.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\2057678001.tif,.tif
non_cv_00141,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_00141.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\0000096093.tif,.tif
non_cv_00142,non_cv,budget,raw/non_cv/budget/non_cv_00142.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\tob01606.90_tob01606.92.tif,.tif
non_cv_00143,non_cv,invoice,raw/non_cv/invoice/non_cv_00143.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\invoice\89000861.tif,.tif
non_cv_00144,non_cv,file_folder,raw/non_cv/file_folder/non_cv_00144.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\2061667835.tif,.tif
non_cv_00145,non_cv,presentation,raw/non_cv/presentation/non_cv_00145.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\03768939_03768940.tif,.tif
non_cv_00146,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_00146.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\2023680458_0462.tif,.tif
non_cv_00147,non_cv,letter,raw/non_cv/letter/non_cv_00147.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\517220389+-0389.tif,.tif
non_cv_00148,non_cv,budget,raw/non_cv/budget/non_cv_00148.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\2041719156_2041719164.tif,.tif
non_cv_00149,non_cv,specification,raw/non_cv/specification/non_cv_00149.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\2069728082.tif,.tif
non_cv_00150,non_cv,form,raw/non_cv/form/non_cv_00150.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\91283582.tif,.tif
non_cv_00151,non_cv,memo,raw/non_cv/memo/non_cv_00151.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\2043771202.tif,.tif
non_cv_00152,non_cv,letter,raw/non_cv/letter/non_cv_00152.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\521944134+-4134.tif,.tif
non_cv_00153,non_cv,form,raw/non_cv/form/non_cv_00153.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\2065173807.tif,.tif
non_cv_00154,non_cv,email,raw/non_cv/email/non_cv_00154.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\email\2067642096.tif,.tif
non_cv_00155,non_cv,invoice,raw/non_cv/invoice/non_cv_00155.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\invoice\2028712208.tif,.tif
non_cv_00156,non_cv,specification,raw/non_cv/specification/non_cv_00156.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\2057444760_2057444763.tif,.tif
non_cv_00157,non_cv,email,raw/non_cv/email/non_cv_00157.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\email\2078617081.tif,.tif
non_cv_00158,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_00158.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\85117549_85117550.tif,.tif
non_cv_00159,non_cv,scientific_publication,raw/non_cv/scientific_publication/non_cv_00159.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_publication\1002640770_1002640807.tif,.tif
non_cv_00160,non_cv,specification,raw/non_cv/specification/non_cv_00160.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\2057486669_2057486670.tif,.tif
non_cv_00161,non_cv,budget,raw/non_cv/budget/non_cv_00161.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\tnwl0006453.tif,.tif
non_cv_00162,non_cv,specification,raw/non_cv/specification/non_cv_00162.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\2057403561_2057403570.tif,.tif
non_cv_00163,non_cv,presentation,raw/non_cv/presentation/non_cv_00163.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2028428143_2028428144.tif,.tif
non_cv_00164,non_cv,specification,raw/non_cv/specification/non_cv_00164.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\specification\2031298904.tif,.tif
non_cv_00165,non_cv,form,raw/non_cv/form/non_cv_00165.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\521023291+-3291.tif,.tif
non_cv_00166,non_cv,resume,raw/non_cv/resume/non_cv_00166.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\50394836-4837.tif,.tif
non_cv_00167,non_cv,letter,raw/non_cv/letter/non_cv_00167.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\2073128799.tif,.tif
non_cv_00168,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_00168.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\2042570642_2042570651.tif,.tif
non_cv_00169,non_cv,handwritten,raw/non_cv/handwritten/non_cv_00169.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\524473543+-3543.tif,.tif
non_cv_00170,non_cv,form,raw/non_cv/form/non_cv_00170.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\2026345312.tif,.tif
non_cv_00171,non_cv,presentation,raw/non_cv/presentation/non_cv_00171.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2077155898.tif,.tif
non_cv_00172,non_cv,file_folder,raw/non_cv/file_folder/non_cv_00172.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\2069565723.tif,.tif
non_cv_00173,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_00173.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\1000365050.tif,.tif
non_cv_00174,non_cv,presentation,raw/non_cv/presentation/non_cv_00174.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\86200036_0053.tif,.tif
non_cv_00175,non_cv,memo,raw/non_cv/memo/non_cv_00175.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\memo\0000230799.tif,.tif
non_cv_00176,non_cv,presentation,raw/non_cv/presentation/non_cv_00176.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2080940476.tif,.tif
non_cv_00177,non_cv,scientific_publication,raw/non_cv/scientific_publication/non_cv_00177.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_publication\11052488_11052495.tif,.tif
non_cv_00178,non_cv,news_article,raw/non_cv/news_article/non_cv_00178.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\news_article\1003043719-b.tif,.tif
non_cv_00179,non_cv,handwritten,raw/non_cv/handwritten/non_cv_00179.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\522718132+-8138.tif,.tif
non_cv_00180,non_cv,form,raw/non_cv/form/non_cv_00180.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\71108371.tif,.tif
non_cv_00181,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_00181.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\505320011.tif,.tif
non_cv_00182,non_cv,form,raw/non_cv/form/non_cv_00182.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\2065127416.tif,.tif
non_cv_00183,non_cv,resume,raw/non_cv/resume/non_cv_00183.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\92351810_1822.tif,.tif
non_cv_00184,non_cv,form,raw/non_cv/form/non_cv_00184.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\form\2078006271.tif,.tif
non_cv_00185,non_cv,news_article,raw/non_cv/news_article/non_cv_00185.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\news_article\2044179787.tif,.tif
non_cv_00186,non_cv,scientific_publication,raw/non_cv/scientific_publication/non_cv_00186.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_publication\10081172_10081174.tif,.tif
non_cv_00187,non_cv,budget,raw/non_cv/budget/non_cv_00187.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\11003649.tif,.tif
non_cv_00188,non_cv,budget,raw/non_cv/budget/non_cv_00188.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\tnwl0008300_8304.tif,.tif
non_cv_00189,non_cv,budget,raw/non_cv/budget/non_cv_00189.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\2030656070.tif,.tif
non_cv_00190,non_cv,scientific_report,raw/non_cv/scientific_report/non_cv_00190.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_report\2000467134.tif,.tif
non_cv_00191,non_cv,scientific_publication,raw/non_cv/scientific_publication/non_cv_00191.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_publication\87341442a_1465.tif,.tif
non_cv_00192,non_cv,handwritten,raw/non_cv/handwritten/non_cv_00192.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\505956065.tif,.tif
non_cv_00193,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_00193.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\1001865784_1001865786.tif,.tif
non_cv_00194,non_cv,news_article,raw/non_cv/news_article/non_cv_00194.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\news_article\1003537739-b.tif,.tif
non_cv_00195,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_00195.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\2041556746_2041556845.tif,.tif
non_cv_00196,non_cv,handwritten,raw/non_cv/handwritten/non_cv_00196.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\511431224_511431236.tif,.tif
non_cv_00197,non_cv,scientific_report,raw/non_cv/scientific_report/non_cv_00197.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_report\2081353217_3246.tif,.tif
non_cv_00198,non_cv,budget,raw/non_cv/budget/non_cv_00198.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\2042928260.tif,.tif
non_cv_00199,non_cv,letter,raw/non_cv/letter/non_cv_00199.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\letter\518740346+-0346.tif,.tif
non_cv_00200,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_00200.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\03320526_03320532.tif,.tif
non_cv_00201,non_cv,advertisement,raw/non_cv/advertisement/non_cv_00201.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\advertisement\2070499925_9926.tif,.tif
non_cv_00202,non_cv,questionnaire,raw/non_cv/questionnaire/non_cv_00202.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\questionnaire\2072610335_0340.tif,.tif
non_cv_00203,non_cv,budget,raw/non_cv/budget/non_cv_00203.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\timo0003549.tif,.tif
non_cv_00204,non_cv,resume,raw/non_cv/resume/non_cv_00204.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\50404927-4927.tif,.tif
non_cv_00205,non_cv,advertisement,raw/non_cv/advertisement/non_cv_00205.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\advertisement\2501209636.tif,.tif
non_cv_00206,non_cv,resume,raw/non_cv/resume/non_cv_00206.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\resume\50618555-8556.tif,.tif
non_cv_00207,non_cv,scientific_report,raw/non_cv/scientific_report/non_cv_00207.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_report\2029021917.tif,.tif
non_cv_00208,non_cv,presentation,raw/non_cv/presentation/non_cv_00208.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2072723974.tif,.tif
non_cv_00209,non_cv,presentation,raw/non_cv/presentation/non_cv_00209.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\presentation\2070909338_9340.tif,.tif
non_cv_00210,non_cv,invoice,raw/non_cv/invoice/non_cv_00210.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\invoice\11314796.tif,.tif
non_cv_00211,non_cv,scientific_publication,raw/non_cv/scientific_publication/non_cv_00211.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\scientific_publication\10421818_10421819.tif,.tif
non_cv_00212,non_cv,budget,raw/non_cv/budget/non_cv_00212.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\budget\2049413372.tif,.tif
non_cv_00213,non_cv,handwritten,raw/non_cv/handwritten/non_cv_00213.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\handwritten\522127169+-7169.tif,.tif
non_cv_00214,non_cv,file_folder,raw/non_cv/file_folder/non_cv_00214.tif,C:\Users\YassineSBOUI\Downloads\NON_CV\file_folder\2072097924.tif,.tif
